module	contig_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00049	T2_FOM_000000047813	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K01939 K01756 (K00939,K18532,K18533,K00944) K00940"	0.25	False	0.25	False	1.0	K01939	1	K01939	301613	None
M00016	T2_FOM_000000047813	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.1111111111111111	False	0.1111111111111111	False	1.0	K01439	1	K01439	301561	None
M00015	T2_FOM_000000047813	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"((K00931 K00147),K12657) K00286"	0.5	False	0.5	False	1.0	K00286	1	K00286	301594	None
M00125	T2_FOM_000000047813	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.7142857142857143	False	0.7142857142857143	False	1.0	K11752	1	K00793,K00794,K11752,K14652	301635,301637,301634,301636	K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K14652 is present in multiple modules: M00125/M00840
M00911	T2_FOM_000000047813	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K00793,K00794	301635,301637	K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,'--' steps are assumed incomplete
M00840	T2_FOM_000000047813	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K14652	301636	K14652 is present in multiple modules: M00125/M00840,'--' steps are assumed incomplete
M00121	T2_FOM_000000047813	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.1	False	0.1	False	1.0	K00230	1	K00230	301541	None
M00096	T2_FOM_000000047813	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823"	0.125	False	0.125	False	1.0	K00919	1	K00919	301567	None
M00039	T2_FOM_000000028408	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"(K10775,K13064) K00487 K01904 K13065 K09754 K00588 K09753 K09755 K13066 (K00083,K22395)"	0.1	False	0.1	False	NA	No enzymes unique to module	NA	K10775	157276	K10775 is present in multiple modules: M00039/M00137
M00137	T2_FOM_000000028408	Flavanone biosynthesis, phenylalanine => naringenin	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"K10775 K00487 K01904 K00660 K01859"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K10775	157276	K10775 is present in multiple modules: M00039/M00137
M00144	T2_FOM_000000149756	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343"	0.0	False	0.08333333333333333	False	1.0	K00340	1	K00340	322833	None
M00039	T2_FOM_000000029837	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"(K10775,K13064) K00487 K01904 K13065 K09754 K00588 K09753 K09755 K13066 (K00083,K22395)"	0.1	False	0.1	False	NA	No enzymes unique to module	NA	K10775	94205	K10775 is present in multiple modules: M00039/M00137
M00137	T2_FOM_000000029837	Flavanone biosynthesis, phenylalanine => naringenin	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"K10775 K00487 K01904 K00660 K01859"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K10775	94205	K10775 is present in multiple modules: M00039/M00137
M00532	T2_FOM_000000055017	Photorespiration	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437"	0.1	False	0.1	False	1.0	K15919	1	K15919	325128	None
M00081	T2_FOM_000000114250	Pectin degradation	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01051 K01184 K01213"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01051	1	K01051	56491	None
M00009	T2_FOM_000000040107	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030) ((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K01679	151897	K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614
M00011	T2_FOM_000000040107	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01679	151897	K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614
M00173	T2_FOM_000000040107	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)"	0.1	False	0.1	False	NA	No enzymes unique to module	NA	K01679	151897	K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614
M00376	T2_FOM_000000040107	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709"	0.07692307692307693	False	0.07692307692307693	False	NA	No enzymes unique to module	NA	K01679	151897	K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614
M00157	T2_FOM_000000040107	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	"K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110"	1.0	True	1.0	True	1.0	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	1,1,1,1,1,1,1,1	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	151910,151912,151911,151914,151916,151913,151917,151915	None
M00028	T2_FOM_000000040107	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)"	0.75	True	0.8	True	1.0	K00620,K00930	1,1	K00145,K00620,K00930	151872,151871,151870	K00145 is present in multiple modules: M00028/M00845
M00845	T2_FOM_000000040107	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K22478 K00145 K00821 K09065 K01438 K01940 K01755"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00145	151872	K00145 is present in multiple modules: M00028/M00845
M00117	T2_FOM_000000040107	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 (K03184,K06134) K00568"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K03183	151868	K03183 is present in multiple modules: M00117/M00116
M00116	T2_FOM_000000040107	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K01911,K03183	151867,151868	K03183 is present in multiple modules: M00117/M00116,K01911 is present in multiple modules: M00116/M00932
M00932	T2_FOM_000000040107	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01911	151867	K01911 is present in multiple modules: M00116/M00932
M00627	T2_FOM_000000040107	beta-Lactam resistance, Bla system	Signature modules	Gene set	Drug resistance	"K02172 K02171 (K18766,K17836)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K02171	1	K02171	151866	None
M00613	T2_FOM_000000040107	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00376"	0.0	False	0.038461538461538464	False	NA	No enzymes unique to module	NA	K01679	151897	K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614
M00614	T2_FOM_000000040107	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.05	False	NA	No enzymes unique to module	NA	K01679	151897	K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614
M00127	T2_FOM_000000029765	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"	0.0	False	0.125	False	NA	No enzymes unique to module	NA	K00788	24401	K00788 is present in multiple modules: M00127/M00895/M00896/M00899
M00895	T2_FOM_000000029765	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00788	24401	K00788 is present in multiple modules: M00127/M00895/M00896/M00899
M00896	T2_FOM_000000029765	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00788	24401	K00788 is present in multiple modules: M00127/M00895/M00896/M00899
M00899	T2_FOM_000000029765	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00788	24401	K00788 is present in multiple modules: M00127/M00895/M00896/M00899
M00079	T2_FOM_000000124738	Keratan sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	"-- K01132 K12309 K01137 K12373"	0.2	False	0.2	False	1.0	K12373	1	K12373	333721	'--' steps are assumed incomplete
M00114	T2_FOM_000000041229	Ascorbate biosynthesis, plants, fructose-6P => ascorbate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01809 K17497 K00966 K10046 K14190 K10047 K17744 K00225"	0.125	False	0.125	False	1.0	K01809	1	K01809	48512	None
M00004	T2_FOM_000000099277	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 K00616 (K01810,K06859,K13810,K15916)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00033,K00033	211686,211685	K00033 is present in multiple modules: M00004/M00006
M00006	T2_FOM_000000099277	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00033,K00033	211686,211685	K00033 is present in multiple modules: M00004/M00006
M00022	T2_FOM_000000154998	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736"	0.25	False	0.25	False	1.0	K01736	1	K01736	104186	None
M00012	T2_FOM_000000156600	Glyoxylate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)"	0.2	False	0.2	False	1.0	K01638	2	K01638,K01638	346191,346192	None
M00168	T2_FOM_000000058411	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	"K01595 (K00025,K00026,K00024)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00172	T2_FOM_000000058411	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K00051 K00029 K01006"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00171	T2_FOM_000000058411	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00170	T2_FOM_000000058411	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 K01610"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00173	T2_FOM_000000058411	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)"	0.0	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00374	T2_FOM_000000058411	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861) K14534 K15016 K00626"	0.07692307692307693	False	0.07692307692307693	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00346	T2_FOM_000000058411	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	"K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00614	T2_FOM_000000058411	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.045454545454545456	False	NA	No enzymes unique to module	NA	K01595	175794	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00081	T2_FOM_000000026756	Pectin degradation	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01051 K01184 K01213"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01051	1	K01051	318382	None
M00868	T2_FOM_000000022636	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K00231	87855	K00231 is present in multiple modules: M00868/M00121/M00926
M00121	T2_FOM_000000022636	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.1	False	0.1	False	NA	No enzymes unique to module	NA	K00231	87855	K00231 is present in multiple modules: M00868/M00121/M00926
M00926	T2_FOM_000000022636	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00231	87855	K00231 is present in multiple modules: M00868/M00121/M00926
M00089	T2_FOM_000000069888	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849)"	0.25	False	0.25	False	1.0	K13508	1	K13508	273667	None
M00114	T2_FOM_000000096105	Ascorbate biosynthesis, plants, fructose-6P => ascorbate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01809 K17497 K00966 K10046 K14190 K10047 K17744 K00225"	0.125	False	0.125	False	1.0	K01809	2	K01809,K01809	257459,257460	None
M00133	T2_FOM_000000138547	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"(K01583,K01584,K01585,K02626) K01480 K01611 K00797"	0.25	False	0.25	False	1.0	K01585	1	K01585	40440	None
M00039	T2_FOM_000000072539	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"(K10775,K13064) K00487 K01904 K13065 K09754 K00588 K09753 K09755 K13066 (K00083,K22395)"	0.1	False	0.1	False	1.0	K22395	1	K22395	337468	None
M00615	T2_FOM_000000108810	Nitrate assimilation	Signature modules	Module set	Metabolic capacity	"(K02575,K15576+K15577+K15578-K15579) M00531"	0.5	False	0.5	False	1.0	K02575	1	K02575	171891	None
M00415	T2_FOM_000000022042	Fatty acid elongation in endoplasmic reticulum	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K10247,K10205,K10248,K10249,K10244,K10203,K10250,K15397,K10245,K10246) K10251 K10703 K10258"	0.25	False	0.25	False	1.0	K15397	2	K15397,K15397	122581,122582	None
M00065	T2_FOM_000000128833	GPI-anchor biosynthesis, core oligosaccharide	Pathway modules	Glycan metabolism	Glycan biosynthesis	"(K03857+K03859+K03858+K03861+K03860+(K11001,K11002)-K09658) K03434 K05283 (K05284+K07541) K07542 K05285 K05286 (K05288+K05287) (K05310+K05287)"	0.0	False	0.1111111111111111	False	1.0	K05287	1	K05287	74351	None
M00525	T2_FOM_000000070094	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.1111111111111111	False	0.1111111111111111	False	1.0	K00841	1	K00841	77980	None
M00162	T2_FOM_000000022244	Cytochrome b6f complex	Pathway modules	Energy metabolism	ATP synthesis	"K02635+K02637+K02634+K02636+K02642+K02643+K03689+K02640"	0.0	False	0.125	False	1.0	K02637	1	K02637	249123	None
M00055	T2_FOM_000000146937	N-glycan precursor biosynthesis	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K01001 (K07432+K07441) K03842 K03843 K03844 K03845 K03846 K03847 K03846 K00729 K03848 K03849 K03850"	0.0	False	0.038461538461538464	False	1.0	K07432	2	K07432,K07432	328738,328740	None
M00075	T2_FOM_000000026307	N-glycan biosynthesis, complex type	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K01231 K00736 K00737 K00738 (K00744,K09661) K13748 K00717 (K07966,K07967,K07968) (K00778,K00779)"	0.1111111111111111	False	0.1111111111111111	False	1.0	K01231	1	K01231	151372	None
M00005	T2_FOM_000000140547	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00948"	1.0	True	1.0	True	1.0	K00948	1	K00948	155511	None
M00163	T2_FOM_000000022422	Photosystem I	Pathway modules	Energy metabolism	Photosynthesis	"K02689+K02690+K02691+K02692+K02693+K02694"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K02693	237599	K02693 is present in multiple modules: M00163/M00611
M00611	T2_FOM_000000022422	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.0	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K02693	237599	K02693 is present in multiple modules: M00163/M00611
M00124	T2_FOM_000000089287	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03472 K03473 K00831 K00097 K03474 K00275"	0.16666666666666666	False	0.16666666666666666	False	1.0	K00275	1	K00275	38733	None
M00081	T2_FOM_000000047184	Pectin degradation	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01051 K01184 K01213"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01051	2	K01051,K01051	134733,134732	None
